Bridge Site ID,Longitude,Latitude
006f100000a86Gd,29.54557,-2.69808
006f100000d7ayg,29.54411,-1.81792
006f100000d7jI3,29.78521,-2.56425
006f100000a86Dl,30.008065,-2.018067
006f100000biKAa,30.100122,-1.66842
006f100000d7iX7,29.289722,-1.86777
006f100000a86G6,30.034608,-1.94142
006f100000biKA1,30.129922,-1.554772
006f100000cPuua,29.649033,-2.621482
006f100000biKAa,30.100122,-1.66842
006f100000biKAL,30.097712,-1.675363
006f100000d767S,29.84815,-2.45403
006f100000d7bAR,29.88201,-2.51384
006f100000a86IK,29.41401,-2.02409
006f100000d7Pqr,29.63099,-2.03409
006f100000d6wBy,29.76212259,-2.01211492
006f100000d1fOy,29.37769,-2.18135
006f100000Zs7Kq,29.557267,-2.711764
006f100000a86HN,29.665556,-2.161944
006f100000a86Gm,29.56721,-2.7891
006f100000cME4x,29.493611,-1.94833
006f100000d7icR,29.86773,-1.62306
006f100000d6mYV,29.68033,-2.37584
006f100000d6kxF,29.472585,-2.304674
006f100000cME4T,29.47704,-1.91924
006f100000a86Dk,29.84578,-1.972033
006f100000d7cnF,29.87352,-1.73099
006f100000d7iZw,29.37049,-1.90122
006f100000eekWT,30.2538,-1.43737
006f100000a86Es,30.288805,-1.367991
006f100000a86E0,29.71500053,-2.07322294
006f100000a86Da,29.612778,-2.513333
006f100000aSNCT,29.366194,-1.723639
006f100000dhpCW,29.651,-1.88597
006f100000cME57,29.37514,-1.77286
006f100000cME5C,29.377044,-1.777574
006f100000d761u,29.67017014,-1.87302569
006f100000d888g,29.54295,-2.21245
006f100000cME57,29.37514,-1.77286
006f100000cME57,29.37514,-1.77286
006f100000d7EZR,29.64411986,-2.05545934
006f100000d6wRL,29.6848,-2.35939
006f100000d6wJr,29.493611,-1.94833
006f100000d88IW,29.263236,-2.210267
006f100000a86FH,29.43966667,-2.45674667
006f100000d6kvT,29.40916,-1.985833
006f100000a82Qz,29.141944,-2.322534
006f100000d7Eat,29.57632,-2.026616
006f100000d7QQO,29.65746,-2.48655
006f100000d7Eat,29.57632,-2.026616
006f100000d6wNe,29.416145,-2.48689
006f100000d7PrB,29.56793,-1.94955
006f100000d7673,29.81484,-2.30781
006f100000d767N,29.87035,-2.45118
006f100000d7x5o,29.81289,-2.70198
006f100000d7ET8,29.80904,-2.4851
006f100000cME5l,29.532594,-1.955157
006f100000a86Id,30.025484,-1.947431
006f100000cPXEE,29.41472222,-2.02408333
006f100000a86HT,29.8994722,-1.6443889
006f100000d1Tr5,28.9137,-2.44658
006f100000a86FJ,29.55353,-2.363733
006f100000eev0l,30.344471,-1.239774
006f100000d6wBo,29.70709763,-2.04935967
006f100000d7iYP,29.33218,-1.84792
006f100000d7iYe,29.324166,-1.8675
006f100000cME5H,29.37679,-1.763
006f100000eesiU,29.92942,-1.872181
006f100000d6wC3,29.66043,-1.73435
006f100000bh0WY,30.65636,-2.15158
006f100000d7jHF,29.75931,-2.59149
006f100000cME5H,29.37679,-1.763
006f100000a86Fj,29.576407,-2.233278
006f100000d7jEf,29.42021,-2.18978
006f100000a86HF,29.35808,-1.70902
006f100000a86FX,29.57513,-2.233022
006f100000a86DB,29.70305556,-1.623611111
006f100000d7b6a,29.242738,-2.301919
006f100000a86FK,29.57068,-2.39084
006f100000eekYU,29.996602,-1.894583
0063Z00000gLr35,29.763889,-2.012167
006f100000a86IW,30.04942,-1.916403
006f100000eekWJ,30.23321,-1.46111
006f100000a86HL,29.80927,-2.18495
006f100000a86Do,29.5181389,-2.14375
006f100000a86H4,29.45740167,-2.63522167
006f100000a86F4,29.4208,-2.47640667
006f100000a86G1,29.668688,-2.329779
006f100000d7jEQ,29.161228,-2.319874
006f100000d1f2J,29.04382,-2.515733
006f100000d7PqS,29.60512,-1.98911
006f100000a86G1,29.668688,-2.329779
006f100000a86D2,29.755277,-1.738888
006f100000d7bA7,29.9468,-2.40829
006f100000eev0v,30.550523,-1.286986
006f100000ZQRq3,30.113889,-1.820833
006f100000atwPz,29.700843,-2.115072
006f100000a86GK,29.67607,-2.71578
006f100000a86Gx,29.73864,-2.71667
006f100000c5VQs,29.81207,-1.75261
006f100000c5pcI,29.62303,-1.83113
006f100000a86GF,29.446917,-2.697944
006f100000c5pcI,29.62303,-1.83113
006f100000d75v6,29.568185,-2.52565
006f100000d6wO8,29.4097,-2.34743667
006f100000d6wOD,29.4072,-2.35571333
006f100000d7iUr,29.29776,-1.80169
006f100000a86Cu,29.80729,-1.377
006f100000d6yKi,29.4215,-1.66374
006f100000d7Pr6,29.60749,-1.92556
006f100000a86Gu,29.6986,2.79415
006f100000a86F2,29.4665,-2.448025
006f100000cPnOG,29.57333333,-2.228055556
006f100000d6wNy,29.503838,-2.540715
006f100000a86D4,29.64861111,-1.693888889
006f100000d75uw,29.5136,-2.53568
006f100000d7wXY,29.42192,-2.17593
006f100000dhyad,29.542492,-2.424161
006f100000a86IG,29.3735,-1.89261
006f100000d1fV1,29.0416,-2.60327
006f100000d6wBj,29.70737206,-2.05014799
006f100000d6wC8,29.66985,-1.77229
006f100000d7iQB,29.30777,-1.7628
006f100000d88A3,-29.49645,-2.19348
006f100000dhpEm,29.80888,-1.6897222
006f100000d7678,29.8712,-2.2794
006f100000d7Gro,29.50069,-1.66137
006f100000eekW9,30.15516,-1.44263
006f100000a86Fk,29.206295,-2.280762
006f100000ef7jT,30.437908,-2.21354
006f100000a86Gf,29.66886,-2.77066667
006f100000d78P4,29.514311,-2.271943
006f100000eev1t,30.201582,-1.576221
006f100000d6wIK,29.409702,-2.345908
006f100000d7hE3,29.43474,-2.62757667
006f100000eekWO,30.25549,-1.43877
006f100000eekgW,29.81828,-2.08488
006f100000d7Pq8,29.5796,-2.04927
006f100000d1hIk,29.1422,-2.33616
006f100000d7iV6,29.31405,-1.8011
006f100000a86ER,29.58247,-1.82273
006f100000a86HD,29.53638889,-2.53305556
006f100000d1hPv,29.67281,-2.74006
006f100000d7iU8,29.30452,-1.80495
006f100000eeuxr,29.5995,-2.136568
006f100000a86ER,29.58247,-1.82273
006f100000d6wBU,29.77510744,-1.95197033
006f100000d6wOI,29.40052667,-2.373135
006f100000a86IT,29.370833,-1.90083
006f100000bMJzC,30.0909,-1.46305
006f100000d88Kw,29.188273,-2.408611
006f100000d7ayv,29.42038,-2.10774
006f100000ary6h,29.779313,-1.930371
006f100000a86F9,29.5426533,-2.4243
006f100000d7Q8j,29.80846,-1.37445
006f100000d1fTe,29.38323,-2.24952
006f100000d7cjc,29.87465,-1.74886
006f100000d1hGe,29.03581174,-2.54704093
006f100000eeuy6,29.574572,-2.162912
006f100000efHAH,30.13083,-1.79011
006f100000a86D7,29.71166667,-1.623888889
006f100000d6kr9,29.44929833,-2.4418
006f100000d78O6,29.544103,-2.363741
006f100000a86Hh,29.89917,-1.68333
006f100000a86Ho,30.07574,-1.80183
006f100000a86Ho,30.07574,-1.80183
006f100000aSNCP,29.294444,-1.692028
006f100000d7EVd,29.616601,-1.497265
006f100000d7iTZ,29.30232,-1.80494
006f100000eeuv7,30.60416,-2.20179
006f100000d1fT5,29.41381,-2.25799
006f100000a86IH,29.41441,-2.03645
006f100000d7ETr,29.76592,-2.38471
006f100000d7JCn,29.63056167,-2.46321833
006f100000asEzN,29.62627167,-2.77676167
006f100000a86GB,29.464528,-2.7761
006f100000eeuu9,29.56258,-2.10761
006f100000a86GP,29.65577,-2.68734
006f100000d1fNg,29.36088,-1.67323
006f100000a86GP,29.65577,-2.68734
006f100000d7Gr0,29.55681,-1.70127
006f100000eekYe,30.01887,-1.91659
006f100000a86Ct,30.245678,-2.095311
006f100000eekWx,30.17181,-1.3683
006f100000a86DI,29.784722,-1.639722
006f100000d7iXb,29.28597,-1.85437
006f100000a86GU,29.596655,-2.721561
006f100000d8AoP,29.88709,-2.62646
006f100000d7ayM,29.53777,-1.74082
006f100000d7az0,29.42296,-2.1067
006f100000d6wNt,29.42337667,-2.368775
006f100000d6wNj,29.42095333,-2.37318833
006f100000d7wY7,29.44834,-2.0924
006f100000d7Q9S,29.6722,-1.43466
006f100000d6mYG,29.69336,-2.31422
006f100000eev0q,30.347849,-1.206567
006f100000d7iew,29.7302,-1.61835
006f100000d7ibY,29.80379,-1.79797
006f100000a86Eq,29.46661,-1.67991
006f100000d1h8G,29.11603,-2.34996
006f100000d88F3,29.095785,-2.37385
006f100000cMOsW,30.0783,-1.43057
006f100000bMK0o,30.08827,-1.44522
006f100000d7x5A,29.75411,-2.7242
006f100000d1fUr,29.03953,-2.57161
006f100000d7Pqw,29.61731,-2.08128
006f100000d1fVL,29.04596,-2.59647
006f100000a86Gk,29.43339,-2.69743
006f100000d1fSW,29.455833,-2.269072
006f100000d7wY2,29.4189,-2.08015
006f100000aSNCS,29.370611,-1.746972
006f100000d7x5F,29.708728,-2.775531
006f100000cME4x,29.493611,-1.94833
006f100000d88IH,29.219801,-2.393212
006f100000d7iXg,29.34447,-1.84493
006f100000d7JCY,29.55258167,-2.46756167
006f100000d1Tt1,28.96442,-2.61167
006f100000c5Vbq,29.8198,-1.65575
006f100000d88KN,29.2193,-2.36254
006f100000d7iaQ,29.79563,-1.64845
006f100000d1fU8,29.40848,-2.24468
006f100000a86IS,29.35777,-1.96638
006f100000a86GA,29.464333,-2.7791667
006f100000d1fSq,29.42796,-2.26958
006f100000a86Hp,30.01969,-1.75328
006f100000d7iRd,29.36963,-1.93229
006f100000d7iRn,29.34277,-1.88027
006f100000a86Hn,30.06324,-1.76842
006f100000d889y,29.507745,-2.18942
006f100000a86Hx,29.98846,-1.79476
006f100000d88Kh,29.147336,-2.353335
006f100000d7Gre,29.47289,-1.61142
006f100000d1fTZ,29.47791,-2.25545
006f100000d8Aj0,29.81743,-2.59858
006f100000eescb,29.877686,-1.870868
006f100000ef6z5,30.47381,-1.99518
006f100000cME5M,29.532291,-1.953832
006f100000d75zy,29.58301667,2.495585
006f100000a86Er,29.51309,-1.70215
006f100000d6yLC,29.58643,-1.63099
006f100000d889Z,29.38608,-2.09219
006f100000d1fVa,29.03227,-2.72777
006f100000d7EZM,29.67449787,-1.97717889
006f100000d7icq,29.8756,-1.76435
006f100000d1fSl,29.40968,-2.1809
006f100000a86Et,30.250622,-1.334487
006f100000a86IC,29.02778,-2.68722
006f100000d761f,29.70503476,-1.83974569
006f100000a86Ev,30.26354,-1.42439
006f100000d1hI6,29.14898,-2.36102
006f100000ef6yH,30.695041,-2.208786
006f100000a86DW,30.07666,-1.72859
006f100000d6wI5,29.420032,-2.346276
006f100000d1f2O,29.092203,-2.401338
006f100000a86Gt,29.47937167,-2.636655
006f100000d760D,29.89157,-1.60203
006f100000d7koK,29.53444,-1.74404
006f100000d7QQT,29.6697,-2.51947
006f100000d1Tt6,28.96343,-2.62002
006f100000dhpDe,29.81693,-2.18748
006f100000d7iVz,29.381944,-1.9775
006f100000d7iWE,29.381944,-1.9752777
006f100000d75ze,29.8126,-1.51287
006f100000d75zK,29.81161,-1.51139
006f100000d1fNR,29.491565,-2.246215
006f100000d88PD,29.203302,-2.442198
006f100000d7crl,29.80862,-1.65105
006f100000a86EX,29.6403611,-1.9307222
006f100000eeqs4,29.930816,-2.041621
006f100000d7Q4x,29.631873,-1.530129
006f100000d1hDp,29.1315,-2.38897
006f100000d75zZ,29.590113,-2.515992
006f100000efEer,30.32175,-2.19809
006f100000d1f3M,29.016558,-2.53305
006f100000a86Hj,29.9201,-1.65237
006f100000a86HH,29.336944,-1.699166
006f100000a86DQ,29.99602,-1.47241
006f100000d1fRx,29.517175,-2.231883
006f100000d1fPh,29.3787,-2.20151
006f100000a86HB,29.4521944,-2.62936
006f100000d7ETm,29.715983,-2.402212
006f100000a86Fl,29.217288,-2.275825
006f100000d1hKH,28.96475,-2.46169
006f100000d7wYl,29.47351,-2.11554
006f100000d7EVn,29.626729,-1.491395
006f100000a86GG,29.59175,-2.67791
006f100000d1fVG,29.04348,-2.59176
006f100000d7ieX,29.7064,-1.61659
006f100000d6wRf,29.6845,-2.30024
006f100000d1fSv,29.38988,-2.23068
006f100000d7iQ1,29.30402,-1.76314
006f100000d7iWd,29.3222,-1.83944
006f100000a86Dj,29.838172,-1.971072
006f100000a86Dj,29.838172,-1.971072
006f100000a86GT,29.59726333,-2.71768
006f100000bMK0j,30.10468,-1.47875
006f100000cME5M,29.532291,-1.953832
006f100000a86GN,29.44955667,-2.66297667
006f100000d1hEY,29.04157223,-2.38012159
006f100000dhmUv,29.91433,-1.70683
006f100000a86Fc,29.559739,-2.312785
006f100000d7b03,29.4337,-2.09757
006f100000d6kt3,29.73471,-1.93662
006f100000eekhP,29.82734,-2.06614
006f100000d7iWs,29.3111,-1.8577
006f100000d761B,29.83916,-1.56507
006f100000d7wYq,29.48612,-2.1484
006f100000eekWY,30.27098,-1.4216
006f100000ef884,30.26579,-1.88269
006f100000d6mY6,29.67251,-2.33542
006f100000cPI5w,29.647273,-2.266448
006f100000d7Q60,29.616203,-1.446965
006f100000d7iRO,29.37139,-1.87014
006f100000bMJxu,30.15833,-1.61168
006f100000a86Hm,29.94694,-1.74278
006f100000d6wJw,29.378611,-1.9788
006f100000d75ur,29.53586,-2.53163167
006f100000d6wHl,29.88095,-1.58122
006f100000a86Dr,29.356425,-2.15350833
006f100000d88Kr,29.168585,-2.404371
006f100000a86H9,29.43916,-2.7221
006f100000d7jEa,29.41315,-2.15214
006f100000d88Dl,29.256019,-2.221268
006f100000aATjC,30.0825,-1.78583333
006f100000d1fUD,29.40253,-2.23732
006f100000d7azK,29.57416,-1.77412
006f100000d7b6G,29.247239,-2.322038
006f100000d7b6B,29.239786,-2.311176
006f100000a86Fu,29.214397,-2.313353
006f100000a86FQ,29.577879,-2.428413
006f100000aATjC,30.0825,-1.78583333
0063Z00000hvy75,29.792433,-1.971735
006f100000d7Pr1,29.5765,-2.00323
006f100000d7ihb,29.80387,-1.62681
0063Z00000huHAM,30.00694444,-1.947858
006f100000d6wNo,29.42249833,-2.37023167
006f100000d6krY,29.42907333,-2.42504833
006f100000a86FV,29.459825,-2.337289
006f100000a86DA,29.66805556,-1.688888888
006f100000eekhA,29.86075,-2.10672
006f100000d7hGd,29.50868667,-2.61261667
006f100000d6yLW,29.46831,-1.68216
006f100000d6kqz,29.51707,-1.67984
006f100000a86Ds,29.52184,-2.14811
006f100000d7EMI,29.67259,-1.545719
006f100000d7ayR,29.54759,-1.82053
006f100000bMK0P,30.20941,-1.7012
006f100000a86Dp,29.4401,-2.207465
006f100000d1fTP,29.44008,-2.20755
006f100000d7PqD,29.57274,-2.02839
006f100000d7azA,29.42269,-2.11248
006f100000d7EQd,29.80603,-1.49763
006f100000d7icb,29.84701,-1.66137
006f100000d6wBZ,29.73314,-1.984992
006f100000d6wBZ,29.73314,-1.984992
006f100000d889K,29.30137,-2.14492
006f100000a86Fw,29.208913,-2.282545
006f100000d1fVu,29.01131,-2.63441
006f100000a86Dz,29.77787873,-1.81295875
006f100000a86GM,29.4508056,-2.7803056
006f100000a86Gy,29.571836,-2.614243
006f100000a86E4,29.745,-1.750277
006f100000d7cxU,29.36179,-1.97905
006f100000d1hDL,29.16455,-2.37608
006f100000d7Q9h,29.82387,-1.34705
006f100000a86FP,29.435709,-2.391707
006f100000d7gje,29.56459167,-2.59941667
006f100000a86Go,29.43844,-2.70144
006f100000a86Fb,29.55516,-2.294523
006f100000d75uc,29.51450333,-2.55117833
006f100000a86EK,29.57821,-1.91351
006f100000d7ksl,29.54478,-1.7246
006f100000d7Gs8,29.42217,-1.65625
006f100000d1fWd,28.90339,-2.50322
006f100000d1fPc,29.37909,-2.1886
006f100000cPRfw,29.381622,-1.790933
006f100000a86Hu,30.00904,-1.75152
006f100000d75zF,29.83253,-1.55473
006f100000d7Gs3,29.48884,-1.62689
006f100000a86EC,29.67916667,-1.536111111
006f100000d1hOE,29.52739,-2.60126
006f100000efEf1,30.30697,-2.2041
006f100000d762E,29.69851613,-2.01273958
006f100000d6kst,29.78201,-1.92495
006f100000d7ibs,29.78084,-1.62126
006f100000a86En,29.51732,-1.6798
006f100000d766y,29.79548,-2.30577
006f100000d1fU3,29.37822,-2.26182
006f100000a86Fg,29.456363,-2.26898
006f100000d7iUc,29.29628,-1.8054
006f100000eekYP,30.0085,-2.01861
006f100000d6yLR,,
006f100000a86Eb,29.5934722,-1.6695278
006f100000d7wXs,29.39508,-2.06165
006f100000efEew,30.28804,-2.20515
006f100000a86GO,29.4581,-2.667
006f100000a86Hz,30.03081,-1.74817
006f100000d7b5w,29.238419,-2.293363
006f100000d7iZm,29.41906,-2.03972
006f100000a86FT,29.52308,-2.436162
0063Z00000hvy7A,29.782109,-1.976608
006f100000efEeX,30.061769,-1.995001
006f100000eekh0,29.87094,-2.06667
006f100000d7b6V,29.199971,-2.279466
006f100000eeqqS,29.852021,-1.873616
006f100000d7bIl,29.577776,-2.396316
006f100000a86GX,29.47124,-2.68572
006f100000a86FZ,29.585978,-2.265518
006f100000a86HI,29.3777,-1.7091666
006f100000a86IP,29.37083,-1.915
006f100000d7ib4,29.79172,-1.61697
006f100000d7x5j,29.76373,-2.7234
006f100000c5V5L,30.00825,-1.53941
006f100000a86E3,29.716686,-2.076671
006f100000d7ESA,29.923,-1.59185
006f100000d7ibT,29.789747,-1.63681
006f100000bNTvY,29.6838,-2.12042
006f100000d1fMT,29.51245167,-2.19859833
006f100000d6yLH,29.57457,-1.67321
006f100000bKz7z,29.65638889,-1.733888889
006f100000a86Fy,29.64216,-2.32999
006f100000a86IM,29.38262,-1.89155
006f100000a86IE,29.00909,-2.6668
006f100000d6ksK,29.77379,-1.91078
006f100000d75zo,29.89186,-1.59194
006f100000a86EJ,29.54068,-1.82084
006f100000d7jEV,29.291024,-2.224749
006f100000a86Ew,30.314539,-1.308813
006f100000d75z5,29.54972333,-2.52459333
006f100000a86GE,29.45532,-2.69445
0063Z00000mZ1W5,29.826677,-1.650908
006f100000d7ayl,29.4254,-2.13809
006f100000a86Fr,29.277965,-2.19761
006f100000d6krd,29.39109667,-2.43816
006f100000a86Gc,29.439786,-2.654561
006f100000d6kxe,29.466929,-2.332691
006f100000d7wXd,29.42564,-2.17507
006f100000d7j9u,30.60922,-1.9314
006f100000a86EH,30.26261,-2.16867
006f100000d78Ou,29.602603,-2.310138
006f100000dhpDe,29.81693,-2.18748
006f100000a86HY,29.88583,-1.66139
006f100000a86I9,28.99726,-2.6891
0063Z00000jhEEj,29.667964,-1.827983
006f100000eeuy1,29.5944,-2.155625
006f100000d1Tta,28.95512,-2.6627
006f100000aWV5f,29.67439,-2.41201
006f100000a86Hi,30.08422,-1.75497
006f100000d6kvd,29.3925,-1.9955
006f100000d88IR,29.204765,-2.401998
006f100000d7Q5v,29.616916,-1.454949
006f100000d7ide,29.34985,-1.94498
006f100000a86F7,29.563708,-2.213863
006f100000eekXq,30.0279,-2.0638
006f100000d7Q6A,29.531147,-1.475588
006f100000d7azZ,29.44281,-2.108
006f100000eekYo,30.025352,-1.94731
006f100000d1hH3,29.1393,-2.37845
006f100000cME4T,29.47704,-1.91924
006f100000d7Q5M,29.633423,-1.529524
006f100000d7kjZ,30.05076,-1.66082
006f100000aSNCR,,
006f100000a86Hb,29.89917,-1.68306
006f100000d1Ttf,28.95315,-2.6639
006f100000eeqsY,29.951748,-1.985042
006f100000d761L,29.68145493,-2.0118896
006f100000efEfz,30.071417,-1.965138
006f100000d1hN1,29.46918,-2.71276
006f100000d7jDN,30.65996,-2.0901
006f100000d7iVu,29.3952777,-1.99666
006f100000c5jCG,30.06977,-1.693048
006f100000d6wCD,29.67587526,-1.77785489
006f100000aSNCV,29.336259,-1.700514
006f100000d7aze,29.41945,-2.11251
006f100000d7ia1,29.372199,-1.876611
006f100000asF27,29.529766,-2.77142
006f100000a86HJ,29.379722,-1.70833
006f100000cx4bN,29.461388,-1.96222
006f100000eesiZ,29.9489,-1.937733
006f100000d78OG,29.499042,-2.335233
006f100000d1hFb,28.96789415,-2.42782026
006f100000d7ktK,30.01516,-1.77748
006f100000a86Dn,29.535028,-2.14783
006f100000d6wIU,29.411297,-2.276669
006f100000d7jMt,30.01517,-1.65413
006f100000d7JDb,29.57838,-2.48488667
006f100000d7EZH,29.65245312,-1.98365945
006f100000a86IO,29.531833,-1.957
006f100000d7GtG,29.51862,-1.65549
006f100000d6wBt,29.7725994,-2.04202456
006f100000d7EMc,29.706608,-1.536183
006f100000d1fSg,29.37229,-1.74047
006f100000d7Q52,29.573354,-1.492419
006f100000d7jEB,29.46926,-2.14826
006f100000eekXl,30.04781,-2.05434
006f100000a86FA,29.42335667,-2.47291333
006f100000d7x5K,29.697972,-2.7975
006f100000a86E1,29.7639167,-1.9014444
0063Z00000hwQZR,30.151651,-1.957537
006f100000d762Y,29.675447,-2.003951
0063Z00000hwQZg,30.146159,-1.951633
006f100000d7iQf,29.63391,-1.69922
006f100000d1fkB,29.11247,-2.58868
006f100000d1dz1,29.34484,-1.70002
006f100000d7ELo,29.705632,-1.562608
006f100000d6lDD,29.614267,-2.014133
006f100000d7ic2,29.79743,-1.65647
006f100000a86Ft,29.27192,-2.19384
006f100000d7iX2,29.31,-1.855
006f100000cME4n,29.479638,-1.948219
006f100000d1e9p,29.33445,-1.70278
006f100000d7EVY,29.700128,-1.537665
006f100000d6lDD,29.614267,-2.014133
006f100000a86FB,29.544015,-2.21156
006f100000d75vB,29.56810167,-2.500105
006f100000d7PrG,29.57464,-1.96626
006f100000d761Q,29.66738107,-2.03657322
006f100000d7wvF,29.69342,-1.56001
006f100000d1fTA,29.352145,-2.143712
006f100000d1fUh,29.44779833,-2.24481167
006f100000d1hGA,29.50877,-2.61265
006f100000eesd5,29.819397,-1.934919
006f100000d7608,29.890989,-1.608215
0063Z00000hv15Y,,
006f100000bgzEa,29.635606,-2.141821
006f100000a86G4,29.61608,-2.29248
006f100000d7EQE,29.99711,-1.56761
006f100000d760I,29.85702,-1.59993
006f100000d1Tqv,28.91671,-2.45007
006f100000a86HE,29.3925,-1.71333
006f100000d88Ib,29.157374,-2.360876
006f100000d1hNQ,29.492137,-2.70081
006f100000d1fO0,29.39084,-1.63268
006f100000a86Dv,30.60766,-1.92998
006f100000d7b6L,29.21786,-2.251326
006f100000d7iQu,29.46229,-1.92009
006f100000d7Q6F,29.715385,-1.494191
006f100000bh0JK,29.6109,-2.12117
006f100000eekcP,29.86879,-2.05318
006f100000a86I3,30.081412,-1.720313
006f100000a86I1,29.890423,-1.622647
006f100000d1fWJ,29.095324,-2.588367
006f100000d7ktA,30.013769,-1.820233
006f100000bMK1d,30.13056,-1.54881
006f100000d1fMY,29.51227783,-2.19898833
006f100000d1fNW,29.436305,-2.234305
006f100000d8890,29.33504,-2.13838
006f100000d88Km,29.163424,-2.407594
006f100000a86ID,29.029517,-2.697308
006f100000a86Ei,29.50024,-1.681
006f100000d75uh,29.510023,-2.5265
0063Z00000kdQ8K,29.66132,-2.480261
006f100000c5ivZ,30.057339,-1.671847
006f100000d6yLb,29.46836,-1.67069
006f100000a86H6,29.53833,-2.78607
006f100000d7ix5,29.165331,-2.326002
006f100000d1hU7,28.15265,-2.58127
006f100000aSNCU,,
006f100000a86H7,29.454371,-2.633202
006f100000d7ieS,29.70026,-1.61152
006f100000d1fVp,29.03029,-2.70183
006f100000d7wXx,29.39742,-2.06358
006f100000eelnp,29.81269,-2.09932
006f100000d7GsN,29.42214,-1.65624
006f100000d761z,29.684286,-1.838472
006f100000eekgR,29.80891,-2.0851
006f100000eessK,29.894059,-1.931734
006f100000a86HK,30.6741,-2.17262
006f100000a86EQ,29.6066111,-1.819809
006f100000d78Oa,29.484132,-2.37027
006f100000d1e0i,29.30102,-1.69435
006f100000a86HV,30.0589,-1.72441
006f100000d7jEu,29.283703,-2.216836
006f100000d7if6,29.71774,-1.63957
006f100000a86FF,29.41455333,-2.4477333
006f100000a86F1,29.427665,-2.45195667
006f100000a86IB,28.89774,-2.45399
006f100000a86EE,30.378498,-2.253768
006f100000a86EF,30.335798,-2.228352
006f100000a86EG,30.43525,-2.274806
006f100000d6kr4,29.96712,-1.62147
006f100000a86Ed,29.50244,-1.6198
006f100000a86GW,29.566853,-2.735612
006f100000d1fPN,29.37793,-2.18836
006f100000a86Cy,29.88871,-1.48563
006f100000d6kxP,29.437399,-2.367013
006f100000a86EO,29.622611,-1.856167
006f100000a86FC,29.4333889,-2.2875833
006f100000a86Ct,30.245678,-2.095311
006f100000a86G7,30.051385,-1.935831
006f100000aSNCW,29.30982,-1.7056
006f100000a86Cr,30.173231,-2.028061
006f100000a86Eg,29.4766111,-1.6331111
006f100000d6kvJ,29.273055,-1.696388
006f100000eessF,29.814264,-1.926511
006f100000a86Dm,,
006f100000d1f2T,29.043492,-2.554196
006f100000a86IA,28.927481,-2.396098
006f100000d7PrV,29.55835,-1.94216
006f100000d7Q9r,29.82555,-1.33001
006f100000d7Q5q,29.745093,-1.535683
006f100000ef6xx,30.470953,-2.3152
006f100000bMK1X,30.173611,-1.533333
006f100000d7xqJ,30.79019,-1.93163
006f100000d7xpQ,30.7448,-2.01879
006f100000d88Ig,29.140422,-2.343073
006f100000d7wv0,29.76589,-1.72848
006f100000a86Cp,30.204381,-2.072628
006f100000a86Dg,29.74644,-2.66052
006f100000a86Cp,30.204381,-2.072628
006f100000a86Cs,30.186428,-2.038712
006f100000a86Cs,30.186428,-2.038712
006f100000eekhF,29.84785,-2.109614
006f100000d6kx0,29.466329,-2.34152
0063Z00000hv17U,29.47527778,-2.76129167
006f100000a86Gw,29.454917,-2.755722
006f100000d7jCP,29.186374,-2.337668
006f100000a86F3,29.43387,-2.345116
006f100000d7jIm,29.520608,-2.733162
006f100000d7JDH,29.555675,-2.41763333
006f100000d1fjm,29.105957,-2.587173
006f100000a86Cq,30.191276,-2.048451
006f100000a86H0,29.4740833,-2.592
006f100000d88Kc,29.262007,-2.208637
006f100000d889A,29.496655,-2.19785667
006f100000a86IY,30.0893611,-1.8423333
006f100000a86GY,29.5959167,-2.71525
006f100000d75zU,29.53571,-2.510714
006f100000a86EN,29.645831,-1.801579
006f100000a86EN,29.645831,-1.801579
006f100000d7PrQ,29.54198,-1.95373
006f100000a86HC,29.51431667,-2.68053167
006f100000d1fTF,29.3625,-2.13333
006f100000a86Fh,29.603769,-2.280226
006f100000d7jCA,29.17952,-2.286079
006f100000a86F6,29.434438,-2.287455
006f100000fHqCo,29.660569,-1.621187
006f100000d7icg,29.83439,-1.66344
006f100000d1fPr,29.34468,-2.14763
006f100000a86EP,29.61382,-1.82487
006f100000a86D9,29.87916667,-1.781111111
006f100000eeqqX,29.838176,-1.856669
006f100000d88IC,29.143437,-2.34745
006f100000d7wXi,29.41347,-2.16427
006f100000d75zA,29.55574,-2.50142333
006f100000d88PI,29.202178,-2.442784
006f100000a86D9,29.87916667,-1.781111111
006f100000a86G8,29.494368,-2.761531
006f100000d1fMs,29.47145,-2.209275
006f100000fHAHX,29.314058,-2.109525
006f100000a86Ga,29.44775,-2.7785278
006f100000ef6xs,30.52359,-2.296406
006f100000fHAHX,29.314058,-2.109525
006f100000d7PrL,29.54036,-1.96038
006f100000aA0hf,29.6548,-2.3381
006f100000d7GrP,29.47735,-1.64694
006f100000d6krT,29.66777,-1.6225
006f100000d1fNl,29.36004,-1.67428
006f100000d7b6Q,29.189909,-2.26295
006f100000a86DJ,29.63333333,-1.619444444
006f100000eev1Z,30.181669,-1.36087
006f100000d6wCN,29.6751037,-1.79307191
006f100000d1hUW,29.14232,-2.58421
006f100000eekYF,29.98573,-2.04925
006f100000d7jAx,29.85064,-1.45343
006f100000a86Cr,30.173231,-2.028061
006f100000atGB5,29.666005,-1.85109
